Attribute,NCBI_ID,Attribute_source,Evidence,Score
:aerobic,2798934,propogated,inh,0.278059613997114
:aerobic,2798933,propogated,inh,0.278059613997114
:aerobic,2798935,propogated,inh,0.278059613997114
:aerobic,2798931,propogated,inh,0.278059613997114
:aerobic,2798932,propogated,inh,0.278059613997114
:aerobic,2792796,propogated,inh,0.278059613997114
:aerobic,2798930,propogated,inh,0.278059613997114
:aerobic,2599198,propogated,inh,0
:aerobic,1680826,propogated,inh,0
:aerobic,2945045,propogated,inh,0
:aerobic,2945043,propogated,inh,0
:aerobic,2945047,propogated,inh,0
:aerobic,2945046,propogated,inh,0
:aerobic,2888739,propogated,inh,0
:aerobic,1291539,propogated,asr,0
:aerobic,1577789,propogated,inh,0
:aerobic,1607807,propogated,inh,0
:aerobic,1080709,propogated,NA,0
:aerobic,1747777,propogated,inh,0
:aerobic,507753,propogated,NA,0
:aerobic,74968,propogated,NA,0
:aerobic,46631,propogated,NA,0
:aerobic,2302,propogated,NA,0
:aerobic,2885743,propogated,inh,0.278059613997114
:aerobic,2885758,propogated,inh,0.278059613997114
:aerobic,2885750,propogated,inh,0.278059613997114
:aerobic,2885740,propogated,inh,0.278059613997114
:aerobic,662756,propogated,inh,0.278059613997114
:aerobic,2885746,propogated,inh,0.278059613997114
:aerobic,2987739,propogated,inh,0.278059613997114
:aerobic,2987740,propogated,inh,0.278059613997114
:aerobic,2856051,propogated,inh,0.278059613997114
:aerobic,2821828,propogated,inh,0.278059613997114
:aerobic,2821829,propogated,inh,0.278059613997114
:aerobic,2885755,propogated,inh,0.278059613997114
:aerobic,193568,propogated,inh,0.278059613997114
:aerobic,1996557,propogated,inh,0.278059613997114
:aerobic,1890407,propogated,inh,0.278059613997114
:aerobic,2974824,propogated,inh,0.278059613997114
:aerobic,2233,propogated,NA,0
:aerobic,54260,propogated,NA,0
:aerobic,190818,propogated,inh,0
:aerobic,2545692,propogated,inh,0.10182178932178931
:aerobic,2545693,propogated,inh,0.10182178932178931
:aerobic,2160,propogated,NA,0
:aerobic,2172,propogated,asr,0
:aerobic,2316,propogated,NA,0
:aerobic,145260,propogated,NA,0
:aerobic,2179,propogated,NA,0
:aerobic,196118,propogated,NA,0
:aerobic,196119,propogated,NA,0
:aerobic,2184,propogated,NA,0
:aerobic,155862,propogated,NA,0
:aerobic,2022712,propogated,inh,0
:aerobic,2022711,propogated,NA,0
:aerobic,2319,propogated,NA,0
:aerobic,1542963,https://www.bergeys.org/,exp,1
:aerobic,2237,propogated,NA,0
:aerobic,2907507,propogated,inh,0.7857142857142857
:aerobic,2806252,propogated,inh,0.7857142857142857
:aerobic,1427149,propogated,inh,0.7857142857142857
:aerobic,203135,propogated,asr,1
:aerobic,146825,https://www.bergeys.org/,exp,0.5
:aerobic,1073987,https://www.bergeys.org/,exp,1
:aerobic,2841540,propogated,inh,0.7857142857142857
:aerobic,1763447,propogated,inh,0.7857142857142857
:aerobic,171163,https://www.bergeys.org/,exp,1
:aerobic,63743,https://www.bergeys.org/,exp,1
:aerobic,367188,propogated,inh,0.7272727272727273
:aerobic,332246,https://www.bergeys.org/,exp,1
:aerobic,1656823,propogated,NA,0
:aerobic,744724,propogated,inh,0.7272727272727273
:aerobic,1269031,https://www.bergeys.org/,exp,1
:aerobic,2239,propogated,NA,0
:aerobic,1779002,propogated,inh,0.7272727272727273
:aerobic,2907493,propogated,inh,0.7272727272727273
:aerobic,1980514,propogated,NA,0
:aerobic,871740,propogated,inh,0.7272727272727273
:aerobic,2614447,propogated,inh,0.7272727272727273
:aerobic,1269048,https://www.bergeys.org/,exp,1
:aerobic,1070314,https://www.bergeys.org/,exp,1
:aerobic,1377992,https://www.bergeys.org/,exp,1
:aerobic,2975143,propogated,inh,0.7272727272727273
:aerobic,1075398,https://www.bergeys.org/,exp,1
:aerobic,1644062,https://www.bergeys.org/,exp,1
:aerobic,2036001,https://www.bergeys.org/,exp,1
:aerobic,2249,https://www.bergeys.org/,exp,1
:aerobic,1843185,https://www.bergeys.org/,exp,0.5
:aerobic,2917705,propogated,inh,0.8333333333333334
:aerobic,926359,https://www.bergeys.org/,exp,1
:aerobic,1269201,https://www.bergeys.org/,exp,1
:aerobic,2663399,propogated,inh,0.7142857142857143
:aerobic,1073986,https://www.bergeys.org/,exp,1
:aerobic,2251,https://www.bergeys.org/,exp,1
:aerobic,60846,https://www.bergeys.org/,exp,1
:aerobic,695982,https://www.bergeys.org/,exp,1
:aerobic,1008195,https://www.bergeys.org/,exp,1
:aerobic,376170,propogated,NA,0
:aerobic,1911573,propogated,NA,0
:aerobic,293431,propogated,inh,0.7142857142857143
:aerobic,1431544,propogated,inh,0.5
:aerobic,1940141,propogated,inh,0.5
:aerobic,2678343,propogated,inh,0.5
:aerobic,2806916,propogated,inh,0.5
:aerobic,43927,https://www.bergeys.org/,exp,1
:aerobic,2033608,propogated,NA,0
:aerobic,1450140,propogated,NA,0
:aerobic,1075397,https://www.bergeys.org/,exp,1
:aerobic,869896,propogated,NA,0
:aerobic,1820337,propogated,NA,0
:aerobic,1209988,propogated,inh,0.5
:aerobic,56688,propogated,asr,1
:aerobic,2945980,propogated,inh,0.5
:aerobic,1644057,https://www.bergeys.org/,exp,1
:aerobic,203193,https://www.bergeys.org/,exp,1
:aerobic,387342,https://www.bergeys.org/,exp,1
:aerobic,2993618,propogated,inh,1
:aerobic,353799,https://www.bergeys.org/,exp,1
:aerobic,121871,https://www.bergeys.org/,exp,1
:aerobic,332951,propogated,inh,1
:aerobic,2765402,propogated,inh,1
:aerobic,2501796,propogated,inh,1
:aerobic,63742,propogated,asr,1
:aerobic,1699375,https://www.bergeys.org/,exp,1
:aerobic,88723,propogated,asr,1
:aerobic,2256,https://www.bergeys.org/,exp,1
:aerobic,2174848,propogated,inh,1
:aerobic,29287,https://www.bergeys.org/,exp,1
:aerobic,253106,https://www.bergeys.org/,exp,1
:aerobic,2765403,propogated,inh,1
:aerobic,134813,https://www.bergeys.org/,exp,1
:aerobic,2798309,propogated,inh,1
:aerobic,2039236,https://www.bergeys.org/,exp,1
:aerobic,570266,propogated,NA,0
:aerobic,71151,propogated,NA,0
:aerobic,2192,propogated,NA,0
:aerobic,45989,propogated,NA,0
:aerobic,81416,propogated,NA,0
:aerobic,2195,propogated,NA,0
:aerobic,230355,propogated,NA,0
:aerobic,2204,propogated,NA,0
:aerobic,2314,propogated,NA,0
:aerobic,499551,propogated,NA,0
:aerobic,395331,propogated,NA,0
:aerobic,475087,propogated,inh,0
:aerobic,2202,propogated,NA,0
:aerobic,2982590,propogated,inh,0
:aerobic,2982589,propogated,inh,0
:aerobic,1392997,propogated,inh,0
:aerobic,91559,propogated,inh,0
:aerobic,2225,propogated,NA,0
:aerobic,2321,propogated,NA,0
:aerobic,2175,propogated,asr,0
:aerobic,2220,propogated,NA,0
:aerobic,101191,propogated,NA,0
:aerobic,196136,propogated,asr,0
:aerobic,2207,propogated,NA,0
:aerobic,660063,propogated,inh,0
:aerobic,2222,propogated,NA,0
:aerobic,83867,propogated,NA,0
:aerobic,2260,propogated,NA,0
:aerobic,2263,propogated,NA,0
:aerobic,2986812,propogated,inh,0.278059613997114
:aerobic,2986813,propogated,inh,0.278059613997114
:aerobic,2913938,propogated,inh,0.278059613997114
:aerobic,2913937,propogated,inh,0.278059613997114
:aerobic,1915411,propogated,inh,0.278059613997114
:aerobic,1915412,propogated,inh,0.278059613997114
:aerobic,105850,propogated,inh,0
:aerobic,200414,propogated,NA,0
:aerobic,56635,https://www.bergeys.org/,exp,1
:aerobic,2273,propogated,asr,0
:aerobic,54258,propogated,NA,0
:aerobic,334767,propogated,inh,0.125
:aerobic,2279,propogated,NA,0
:aerobic,52130,propogated,inh,0.125
:aerobic,53425,propogated,NA,0
:aerobic,54249,propogated,asr,0
:aerobic,477695,propogated,asr,0
:aerobic,54253,propogated,NA,0
:aerobic,2303493,propogated,inh,0.125
:aerobic,383690,propogated,inh,0
:aerobic,54247,propogated,NA,0
:aerobic,2308,propogated,NA,0
:aerobic,54251,propogated,NA,0
:aerobic,685950,propogated,NA,0
:aerobic,12914,propogated,NA,0
:aerobic,2489210,propogated,inh,0
:aerobic,41980,propogated,NA,0
:aerobic,2100760,propogated,inh,0
:aerobic,41674,propogated,NA,0
:aerobic,2017961,propogated,inh,0
:aerobic,2284,propogated,NA,0
:aerobic,2705406,propogated,inh,0
:aerobic,69655,propogated,NA,0
:aerobic,2856573,propogated,inh,0
:aerobic,2268,propogated,asr,0
:aerobic,76886,propogated,NA,0
:aerobic,2276,propogated,NA,0
:aerobic,62608,propogated,NA,0
:aerobic,2270,propogated,asr,0
:aerobic,164450,propogated,asr,0
:aerobic,2613912,propogated,inh,1
:aerobic,498374,propogated,inh,1
:aerobic,2927300,propogated,inh,1
:aerobic,1826864,propogated,inh,1
:aerobic,2959592,propogated,inh,1
:aerobic,497726,https://www.bergeys.org/,exp,1
:aerobic,1078830,https://www.bergeys.org/,exp,1
:aerobic,1000999,https://www.bergeys.org/,exp,1
:aerobic,2608728,propogated,inh,0.8181818181818182
:aerobic,33973,propogated,NA,0
:aerobic,2951993,propogated,inh,0.8181818181818182
:aerobic,1078860,https://www.bergeys.org/,exp,1
:aerobic,658061,propogated,inh,0.8181818181818182
:aerobic,2136116,propogated,inh,0.8181818181818182
:aerobic,2136117,propogated,inh,0.8181818181818182
:aerobic,388463,https://www.bergeys.org/,exp,1
:aerobic,940557,https://www.bergeys.org/,exp,1
:aerobic,1742983,https://www.bergeys.org/,exp,1
:aerobic,2951992,propogated,inh,0.8181818181818182
:aerobic,2952002,propogated,inh,0.8181818181818182
:aerobic,1775468,https://www.bergeys.org/,exp,1
:aerobic,1078829,propogated,NA,0
:aerobic,1768185,https://www.bergeys.org/,exp,1
:aerobic,392733,https://www.bergeys.org/,exp,1
:aerobic,911113,https://www.bergeys.org/,exp,1
:aerobic,1649475,propogated,NA,0
:aerobic,3004223,propogated,inh,0.25
:aerobic,332162,propogated,asr,0
:aerobic,3004227,propogated,inh,0.5340909090909092
:aerobic,1562564,https://www.bergeys.org/,exp,1
:aerobic,1281902,https://www.bergeys.org/,exp,1
:aerobic,1748767,https://www.bergeys.org/,exp,1
:aerobic,1748764,https://www.bergeys.org/,exp,1
:aerobic,2048907,https://www.bergeys.org/,exp,1
:aerobic,2048911,https://www.bergeys.org/,exp,1
:aerobic,1562565,propogated,NA,0
:aerobic,2885992,propogated,inh,0.5918560606060607
:aerobic,442869,propogated,NA,0
:aerobic,2915177,propogated,inh,0
:aerobic,44675,propogated,NA,0
:aerobic,35838,propogated,NA,0
:aerobic,1172428,propogated,NA,0
:aerobic,3004231,propogated,inh,0.5918560606060607
:aerobic,2885991,propogated,inh,0.5918560606060607
:aerobic,1434048,propogated,inh,0.5918560606060607
:aerobic,3004331,propogated,inh,1
:aerobic,2004797,https://www.bergeys.org/,exp,1
:aerobic,1847386,https://www.bergeys.org/,exp,1
:aerobic,2713,propogated,NA,0
:aerobic,246263,propogated,inh,0.5
:aerobic,939,https://www.bergeys.org/,exp,1
:aerobic,168657,propogated,inh,0.5
:aerobic,75905,propogated,inh,0.5
:aerobic,133269,propogated,inh,0.5
:aerobic,182899,propogated,inh,0.5
:aerobic,212790,propogated,inh,0.5
:aerobic,407997,propogated,inh,0.5
:aerobic,223787,propogated,inh,0
:aerobic,64159,propogated,asr,0
:aerobic,1079057,propogated,inh,0
:aerobic,171868,propogated,asr,0
:aerobic,2847777,propogated,inh,0.30639128146143174
:aerobic,693074,propogated,NA,0
:aerobic,2498709,propogated,inh,0.30639128146143174
:aerobic,187144,propogated,inh,0.30639128146143174
:aerobic,2698819,propogated,inh,0.30639128146143174
:aerobic,2954147,propogated,inh,0.30639128146143174
:aerobic,118004,propogated,NA,0
:aerobic,1007342,propogated,inh,0
:aerobic,393029,propogated,inh,0
:aerobic,68335,propogated,NA,0
:aerobic,545865,propogated,asr,0
:aerobic,53572,propogated,NA,0
:aerobic,2930105,propogated,inh,0
:aerobic,2351,propogated,NA,0
:aerobic,117999,propogated,asr,0
:aerobic,46200,propogated,NA,0
:aerobic,2945018,propogated,asr,0
:aerobic,1649493,propogated,inh,0
:aerobic,248038,propogated,inh,0
:aerobic,13,propogated,asr,0
:aerobic,423604,propogated,NA,0
:aerobic,1408194,propogated,NA,0
:aerobic,558418,propogated,NA,0
:aerobic,558421,propogated,inh,0
:aerobic,816,propogated,NA,0
:aerobic,2918734,propogated,inh,0
:aerobic,1926659,propogated,inh,0
:aerobic,2918733,propogated,inh,0
:aerobic,909656,propogated,asr,0
:aerobic,2840530,propogated,inh,0
:aerobic,2840531,propogated,inh,0
:aerobic,2840532,propogated,inh,0
:aerobic,1903336,propogated,inh,0
:aerobic,397864,propogated,NA,0
:aerobic,1348911,propogated,asr,0
:aerobic,156973,propogated,NA,0
:aerobic,1784836,propogated,inh,0
:aerobic,307628,propogated,NA,0
:aerobic,294702,propogated,NA,0
:aerobic,2919400,propogated,inh,0
:aerobic,1840214,propogated,inh,0
:aerobic,2510710,propogated,inh,0
:aerobic,2005517,propogated,inh,0
:aerobic,2518495,propogated,inh,0
:aerobic,2814934,propogated,inh,0
:aerobic,1918540,propogated,NA,0
:aerobic,2518497,propogated,inh,0
:aerobic,2880697,propogated,inh,0
:aerobic,2815786,propogated,inh,0
:aerobic,2840533,propogated,inh,0
:aerobic,574697,propogated,inh,0
:aerobic,1926651,propogated,inh,0
:aerobic,283168,propogated,asr,0
:aerobic,346096,propogated,NA,0
:aerobic,411918,propogated,inh,0
:aerobic,1649291,propogated,inh,0
:aerobic,1923867,propogated,inh,0
:aerobic,1911312,propogated,inh,0
:aerobic,1924067,propogated,inh,0
:aerobic,1159323,propogated,inh,0
:aerobic,2034765,propogated,inh,0
:aerobic,1548510,propogated,inh,0
:aerobic,836,propogated,NA,0
:aerobic,1635148,propogated,inh,0
:aerobic,1283313,propogated,asr,0
:aerobic,52228,propogated,asr,0
:aerobic,1926655,propogated,inh,0
:aerobic,1981037,propogated,inh,0
:aerobic,1980689,propogated,inh,0
:aerobic,2974369,propogated,inh,0
:aerobic,577309,propogated,inh,0
:aerobic,838,propogated,NA,0
:aerobic,1926672,propogated,inh,0
:aerobic,2884814,propogated,inh,0
:aerobic,2840534,propogated,inh,0
:aerobic,1647173,propogated,inh,0
:aerobic,239759,propogated,NA,0
:aerobic,1634949,propogated,inh,0
:aerobic,2884610,propogated,inh,0
:aerobic,1980038,propogated,inh,0
:aerobic,1611681,propogated,inh,0
:aerobic,28138,propogated,NA,0
:aerobic,340117,propogated,inh,0
:aerobic,1929083,propogated,inh,0
:aerobic,2840535,propogated,inh,0
:aerobic,2840536,propogated,inh,0
:aerobic,1970191,propogated,inh,0
:aerobic,375288,propogated,asr,0
:aerobic,195950,propogated,NA,0
:aerobic,2866216,propogated,inh,0
:aerobic,2760873,propogated,inh,0
:aerobic,2038697,propogated,inh,0
:aerobic,1970195,propogated,inh,0.125
:aerobic,2060722,propogated,inh,0.125
:aerobic,866673,propogated,inh,0.125
:aerobic,286729,propogated,NA,0
:aerobic,1193324,propogated,inh,0.25
:aerobic,177399,propogated,NA,0
:aerobic,2762384,propogated,inh,0.25
:aerobic,1628153,propogated,inh,0.25
:aerobic,1236988,propogated,inh,0.25
:aerobic,1849718,propogated,inh,0.25
:aerobic,1434020,propogated,inh,0.25
:aerobic,59738,propogated,NA,0
:aerobic,1434024,propogated,inh,0.25
:aerobic,1618113,propogated,asr,1
:aerobic,1434049,propogated,inh,0.25
:aerobic,2792393,propogated,inh,0
:aerobic,1471399,propogated,inh,0
:aerobic,1573808,propogated,inh,0
:aerobic,2678352,propogated,inh,0
:aerobic,1573806,propogated,inh,0
:aerobic,200677,propogated,NA,0
:aerobic,314318,propogated,inh,0
:aerobic,2705385,propogated,inh,0
:aerobic,1827484,propogated,inh,0
:aerobic,1254401,propogated,inh,0
:aerobic,1649501,propogated,inh,0
:aerobic,2821507,propogated,inh,1
:aerobic,1769012,propogated,inh,1
:aerobic,1885056,propogated,inh,1
:aerobic,1612198,propogated,inh,1
:aerobic,2125991,propogated,inh,1
:aerobic,79328,https://www.bergeys.org/,exp,1
:aerobic,1648511,propogated,inh,1
:aerobic,2048112,propogated,inh,1
:aerobic,1486724,propogated,inh,1
:aerobic,2680022,propogated,inh,1
:aerobic,1795363,propogated,inh,1
:aerobic,2039714,propogated,inh,1
:aerobic,2601681,propogated,inh,1
:aerobic,1004303,propogated,inh,1
:aerobic,649460,propogated,inh,1
:aerobic,1789690,propogated,inh,1
:aerobic,1004301,propogated,inh,1
:aerobic,2307285,propogated,inh,1
:aerobic,398041,propogated,asr,1
:aerobic,1210116,propogated,inh,1
:aerobic,2819870,propogated,inh,1
:aerobic,2806031,propogated,inh,1
:aerobic,2590666,propogated,inh,1
:aerobic,2930254,propogated,inh,1
:aerobic,1890298,propogated,inh,1
:aerobic,1649456,propogated,inh,1
:aerobic,1774131,propogated,inh,1
:aerobic,1004300,https://www.bergeys.org/,exp,1
:aerobic,2675671,propogated,inh,1
:aerobic,649461,propogated,inh,1
:aerobic,2888753,propogated,inh,1
:aerobic,2967331,propogated,inh,1
:aerobic,2678301,propogated,inh,1
:aerobic,2054311,propogated,inh,1
:aerobic,379899,propogated,asr,1
:aerobic,354354,propogated,inh,1
:aerobic,1940259,propogated,inh,1
:aerobic,1874621,propogated,inh,1
:aerobic,2678539,propogated,inh,1
:aerobic,1649476,propogated,inh,1
:aerobic,2698688,propogated,inh,1
:aerobic,1747780,propogated,inh,1
:aerobic,1004302,propogated,inh,1
:aerobic,2836216,propogated,inh,1
:aerobic,2903120,propogated,inh,1
:aerobic,1860196,propogated,inh,1
:aerobic,2812019,propogated,inh,1
:aerobic,1884792,propogated,inh,1
:aerobic,2045098,propogated,inh,1
:aerobic,2049912,propogated,inh,1
:aerobic,504481,propogated,inh,1
:aerobic,460073,propogated,asr,1
:aerobic,1434702,propogated,inh,1
:aerobic,296051,https://www.bergeys.org/,exp,1
:aerobic,1649506,propogated,inh,1
:aerobic,281119,propogated,inh,0.8928571428571429
:aerobic,273135,propogated,inh,0.8928571428571429
:aerobic,1937972,propogated,asr,1
:aerobic,1937995,propogated,inh,1
:aerobic,1937999,propogated,asr,1
:aerobic,1522128,propogated,inh,0.8928571428571429
:aerobic,1001222,propogated,inh,0.8928571428571429
:aerobic,1077254,propogated,inh,0.8928571428571429
:aerobic,1133570,propogated,asr,1
:aerobic,1265689,propogated,inh,1
:aerobic,246875,https://www.bergeys.org/,exp,1
:aerobic,280472,https://www.bergeys.org/,exp,1
:aerobic,2709266,propogated,inh,1
:aerobic,232244,https://www.bergeys.org/,exp,1
:aerobic,1187078,https://www.bergeys.org/,exp,1
:aerobic,3020066,propogated,inh,1
:aerobic,68288,https://www.bergeys.org/,exp,1
:aerobic,390846,https://www.bergeys.org/,exp,1
:aerobic,881894,propogated,inh,1
:aerobic,647744,propogated,inh,1
:aerobic,1237104,propogated,inh,1
:aerobic,2802300,propogated,inh,1
:aerobic,1774589,propogated,inh,1
:aerobic,1245590,propogated,inh,1
:aerobic,1769735,propogated,inh,1
:aerobic,1237108,propogated,inh,1
:aerobic,1511649,propogated,inh,1
:aerobic,1822461,propogated,inh,1
:aerobic,1187887,propogated,inh,1
:aerobic,2886876,propogated,inh,1
:aerobic,2884806,propogated,inh,1
:aerobic,2918887,propogated,inh,1
:aerobic,1336690,propogated,inh,1
:aerobic,1494913,propogated,inh,1
:aerobic,2676247,propogated,inh,1
:aerobic,2679998,propogated,inh,1
:aerobic,102926,propogated,inh,1
:aerobic,1659686,propogated,inh,1
:aerobic,2963348,propogated,inh,1
:aerobic,2682476,propogated,inh,1
:aerobic,978,https://www.bergeys.org/,exp,1
:aerobic,2963349,propogated,inh,1
:aerobic,2665694,propogated,inh,1
:aerobic,1747773,propogated,inh,1
:aerobic,455076,propogated,inh,1
:aerobic,336827,https://www.bergeys.org/,exp,1
:aerobic,451373,propogated,inh,1
:aerobic,2919363,propogated,inh,1
:aerobic,700450,propogated,inh,1
:aerobic,107,https://www.bergeys.org/,exp,1
:aerobic,1011,https://www.bergeys.org/,exp,1
:aerobic,2674996,propogated,inh,1
:aerobic,1435426,propogated,inh,1
:aerobic,59739,https://www.bergeys.org/,exp,1
:aerobic,70992,https://www.bergeys.org/,exp,1
:aerobic,1649461,propogated,inh,1
:aerobic,518746,propogated,inh,1
:aerobic,442432,propogated,inh,1
:aerobic,413963,propogated,inh,1
:aerobic,379074,propogated,asr,1
:aerobic,992,https://www.bergeys.org/,exp,0.5
:aerobic,1433993,propogated,inh,0.8928571428571429
:aerobic,396811,propogated,inh,0.8928571428571429
:aerobic,1210119,propogated,inh,0.8928571428571429
:aerobic,2986344,propogated,inh,0.8928571428571429
:aerobic,2986345,propogated,inh,0.8928571428571429
:aerobic,2770110,propogated,inh,0.8928571428571429
:aerobic,299566,https://www.bergeys.org/,exp,1
:aerobic,2710873,propogated,inh,1
:aerobic,89966,https://www.bergeys.org/,exp,1
:aerobic,1649474,propogated,inh,1
:aerobic,1968882,propogated,asr,1
:aerobic,323449,https://www.bergeys.org/,exp,1
:aerobic,1379908,propogated,inh,1
:aerobic,2918841,propogated,inh,1
:aerobic,1968878,propogated,asr,1
:aerobic,2858886,propogated,inh,0.8928571428571429
:aerobic,869806,propogated,asr,1
:aerobic,1937963,propogated,asr,1
:aerobic,1023,https://www.bergeys.org/,exp,1
:aerobic,1522130,propogated,inh,0.8928571428571429
:aerobic,1097443,propogated,inh,0
:aerobic,1434007,propogated,inh,0
:aerobic,59740,propogated,NA,0
:aerobic,2071614,propogated,inh,0.8928571428571429
:aerobic,447678,propogated,asr,1
:aerobic,643701,propogated,inh,1
:aerobic,156993,https://www.bergeys.org/,exp,1
:aerobic,290180,https://www.bergeys.org/,exp,1
:aerobic,217140,https://www.bergeys.org/,exp,1
:aerobic,2173039,propogated,inh,1
:aerobic,1914260,propogated,inh,1
:aerobic,120831,https://www.bergeys.org/,exp,1
:aerobic,312278,propogated,inh,1
:aerobic,861914,propogated,inh,1
:aerobic,861913,propogated,inh,1
:aerobic,2950415,propogated,inh,1
:aerobic,101,https://www.bergeys.org/,exp,1
:aerobic,1383890,propogated,inh,1
:aerobic,1649458,propogated,inh,1
:aerobic,2031119,propogated,inh,1
:aerobic,1649462,propogated,inh,1
:aerobic,332157,https://www.bergeys.org/,exp,1
:aerobic,319458,https://www.bergeys.org/,exp,1
:aerobic,2975149,propogated,inh,1
:aerobic,1649473,propogated,inh,1
:aerobic,442431,propogated,inh,1
:aerobic,1664383,propogated,asr,1
:aerobic,2051037,propogated,inh,1
:aerobic,105,https://www.bergeys.org/,exp,1
:aerobic,1763563,propogated,inh,1
:aerobic,1949218,propogated,inh,1
:aerobic,2950425,propogated,inh,0.8928571428571429
:aerobic,1938003,propogated,inh,0.8928571428571429
:aerobic,28194,https://www.bergeys.org/,exp,1
:aerobic,34098,propogated,inh,0.8688121402407116
:aerobic,1010679,propogated,inh,0.8688121402407116
:aerobic,200473,propogated,NA,0
:aerobic,246873,https://www.bergeys.org/,exp,1
:aerobic,332102,https://www.bergeys.org/,exp,1
:aerobic,559293,propogated,inh,0.6666666666666666
:aerobic,2772525,propogated,inh,0.6666666666666666
:aerobic,1233041,propogated,inh,0.6666666666666666
:aerobic,2849660,propogated,inh,0.6666666666666666
:aerobic,1115103,propogated,inh,0.6666666666666666
:aerobic,2819281,propogated,inh,1
:aerobic,2953857,propogated,inh,1
:aerobic,246876,https://www.bergeys.org/,exp,1
:aerobic,2675692,propogated,inh,0.9081632653061225
:aerobic,2967089,propogated,inh,0.9081632653061225
:aerobic,449462,propogated,inh,0.9081632653061225
:aerobic,2893197,propogated,inh,0.9081632653061225
:aerobic,153265,https://www.bergeys.org/,exp,1
:aerobic,1386924,propogated,inh,0.9081632653061225
:aerobic,2109352,propogated,inh,0.9081632653061225
:aerobic,1820275,propogated,inh,0.9081632653061225
:aerobic,2913017,propogated,inh,0.9081632653061225
:aerobic,261827,propogated,asr,1
:aerobic,1704274,propogated,inh,0.9081632653061225
:aerobic,1535231,propogated,inh,0.9081632653061225
:aerobic,2907134,propogated,inh,0.9081632653061225
:aerobic,2715289,propogated,inh,0.9081632653061225
:aerobic,2058174,propogated,inh,0.9081632653061225
:aerobic,442727,propogated,inh,0.9081632653061225
:aerobic,2034843,propogated,inh,0.9081632653061225
:aerobic,1502303,propogated,inh,0.9081632653061225
:aerobic,290174,https://www.bergeys.org/,exp,1
:aerobic,1738639,propogated,inh,0.9081632653061225
:aerobic,178469,https://www.bergeys.org/,exp,1
:aerobic,1476424,propogated,inh,0.9081632653061225
:aerobic,2665494,propogated,inh,0.9081632653061225
:aerobic,499061,propogated,inh,0.9081632653061225
:aerobic,1853701,propogated,inh,0.9081632653061225
:aerobic,1742980,propogated,inh,0.9081632653061225
:aerobic,2715929,propogated,inh,0.9081632653061225
:aerobic,1737068,propogated,inh,0.9081632653061225
:aerobic,2706948,propogated,inh,0.9081632653061225
:aerobic,1433989,propogated,inh,0.9081632653061225
:aerobic,414367,propogated,inh,0.9081632653061225
:aerobic,1704230,propogated,inh,0.9081632653061225
:aerobic,1176327,propogated,inh,0.9081632653061225
:aerobic,1433990,propogated,inh,0.9081632653061225
:aerobic,2774168,propogated,inh,0.9081632653061225
:aerobic,283785,https://www.bergeys.org/,exp,1
:aerobic,216387,propogated,inh,0.9081632653061225
:aerobic,2953860,propogated,inh,0.9081632653061225
:aerobic,493405,propogated,inh,0.9081632653061225
:aerobic,2953859,propogated,inh,0.9081632653061225
:aerobic,2953858,propogated,inh,0.9081632653061225
:aerobic,2304046,propogated,inh,0.9081632653061225
:aerobic,1016,propogated,NA,0
:aerobic,104264,https://www.bergeys.org/,exp,1
:aerobic,2049301,propogated,inh,0.9081632653061225
:aerobic,2292739,propogated,inh,0.9081632653061225
:aerobic,1534975,propogated,inh,0.9081632653061225
:aerobic,414363,propogated,inh,0.9081632653061225
:aerobic,414360,propogated,inh,0.9081632653061225
:aerobic,2740719,propogated,inh,0.9081632653061225
:aerobic,78328,propogated,NA,0
:aerobic,1763531,propogated,inh,0.9081632653061225
:aerobic,499063,propogated,inh,0.9081632653061225
:aerobic,1511643,propogated,inh,0.9081632653061225
:aerobic,343334,https://www.bergeys.org/,exp,1
:aerobic,216431,https://www.bergeys.org/,exp,1
:aerobic,414365,propogated,inh,0.9081632653061225
:aerobic,574891,propogated,inh,0.9081632653061225
:aerobic,2039220,propogated,inh,0.9081632653061225
:aerobic,2027867,propogated,inh,0.9081632653061225
:aerobic,326319,https://www.bergeys.org/,exp,1
:aerobic,446680,propogated,asr,1
:aerobic,1287916,propogated,inh,0.9081632653061225
:aerobic,1903848,propogated,inh,0.9081632653061225
:aerobic,444459,propogated,inh,0.9081632653061225
:aerobic,1644102,propogated,inh,0.9081632653061225
:aerobic,2812839,propogated,inh,0.9081632653061225
:aerobic,1606872,propogated,inh,0.9081632653061225
:aerobic,369400,https://www.bergeys.org/,exp,1
:aerobic,1209327,propogated,inh,0.9081632653061225
:aerobic,237,propogated,NA,0
:aerobic,263574,propogated,inh,0.9081632653061225
:aerobic,225842,https://www.bergeys.org/,exp,1
:aerobic,1655196,propogated,inh,0.9081632653061225
:aerobic,426598,propogated,inh,0.9081632653061225
:aerobic,311207,https://www.bergeys.org/,exp,1
:aerobic,379068,propogated,asr,1
:aerobic,1400057,propogated,inh,0.9081632653061225
:aerobic,2041439,propogated,inh,0.9081632653061225
:aerobic,49279,https://www.bergeys.org/,exp,1
:aerobic,1649451,propogated,inh,0.9081632653061225
:aerobic,244698,https://www.bergeys.org/,exp,1
:aerobic,379070,propogated,inh,0.9081632653061225
:aerobic,292691,https://www.bergeys.org/,exp,1
:aerobic,109244,propogated,inh,0.9081632653061225
